State,year,Served,InCare_Sep30,Entered,Exited,Waiting_Adoption,parental_rights_terminated,adopted
Connecticut,FY 2012,6068,4562.999999999989,1693.0000000000027,1505.000000000002,1385.0000000000014,732.0000000000005,489.9999999999995
Connecticut,FY 2013,5821,4262.999999999994,1809.999999999998,1557.9999999999939,1166.0000000000011,607.9999999999998,496.9999999999995
Connecticut,FY 2014,5407,3920.9999999999973,1825.0000000000011,1486.0000000000002,1343.0000000000011,404.9999999999987,505.9999999999984
Connecticut,FY 2015,5356,3907.999999999999,1765.0000000000055,1447.9999999999977,1196.9999999999966,380.00000000000006,572.9999999999984
Connecticut,FY 2016,5602,4119.000000000003,2040.000000000004,1482.9999999999989,1111.0000000000011,380.000000000002,528.999999999998
Connecticut,FY 2017,5662,4135.000000000003,2001.999999999993,1526.999999999998,1156.9999999999984,363.0000000000006,488.0000000000016
Connecticut,FY 2018,5785,4224.999999999993,2073.000000000003,1559.9999999999955,1235.0000000000002,380.99999999999955,496.9999999999994
Delaware,FY 2009,1369,814.0000000000009,445.00000000000006,554.9999999999998,238.99999999999977,142.9999999999999,125.00000000000009
Delaware,FY 2010,1194,738.9999999999998,410.9999999999998,454.99999999999994,253.00000000000003,148.99999999999986,66.99999999999994
Delaware,FY 2011,1266,844.9999999999997,537.0000000000001,420.99999999999994,243.99999999999994,144.99999999999994,95.00000000000006
Delaware,FY 2012,1286,799.0000000000003,484.0000000000008,486.9999999999994,243.00000000000003,148.00000000000014,91.00000000000004
Delaware,FY 2013,1160,701.9999999999994,379,457.9999999999999,218.00000000000037,112.99999999999997,112.00000000000021
Delaware,FY 2014,980,635.0000000000011,314.0000000000001,345.00000000000045,201.99999999999977,118.0000000000001,84.00000000000009
Delaware,FY 2015,1006,682.0000000000008,396.99999999999966,324.00000000000045,223,119.99999999999994,78.9999999999997
Delaware,FY 2016,1163,780.0000000000003,500.9999999999999,382.9999999999995,253.99999999999986,115.00000000000013,99.00000000000034
Delaware,FY 2017,1190,787.0000000000009,451.0000000000007,403,280.99999999999955,129.99999999999986,107.99999999999991
Delaware,FY 2018,1089,718.9999999999998,406.0000000000003,369.9999999999996,251.99999999999977,121.00000000000003,115.99999999999997
District of Columbia,FY 2009,2814,2110.999999999994,624,702.9999999999997,485.99999999999915,26.00000000000003,103.00000000000014
District of Columbia,FY 2010,2834,2066.000000000002,745.0000000000001,767.9999999999982,418.0000000000005,22,129.0000000000003
District of Columbia,FY 2011,2212,1431.0000000000011,557.9999999999999,780.9999999999992,358.9999999999997,98.00000000000003,106.00000000000027
District of Columbia,FY 2012,1902,1216,483.9999999999997,686.0000000000001,312.9999999999998,79.00000000000009,113.99999999999977
District of Columbia,FY 2013,1602,1034.0000000000016,395.9999999999997,568.0000000000006,276.00000000000006,60.999999999999915,110.00000000000011
District of Columbia,FY 2014,1407,870.9999999999999,382.9999999999998,536.0000000000003,250.99999999999986,50.00000000000001,106.99999999999991
District of Columbia,FY 2015,1294,872.9999999999997,435.00000000000034,421.99999999999994,232.9999999999997,33.00000000000003,106.00000000000017
District of Columbia,FY 2016,1248,825.9999999999997,395.0000000000004,421.99999999999966,217.00000000000026,7.000000000000014,110.00000000000023
District of Columbia,FY 2017,1131,751.0000000000002,320.99999999999994,379.99999999999966,189.99999999999991,5.999999999999997,90.99999999999996
District of Columbia,FY 2018,1068,706.9999999999995,335.9999999999998,361.0000000000002,181.00000000000003,9.999999999999993,99.99999999999994
Florida,FY 2009,35571,19161.999999999774,14331.000000000044,16409.00000000002,6363.999999999967,3299.0000000000246,3735.0000000000173
Florida,FY 2010,33322,18742.99999999995,14383.999999999924,14578.999999999996,5021.99999999998,2752.0000000000205,3390.9999999999804
Florida,FY 2011,34013,19759.99999999987,15845.999999999975,14253.000000000047,4994.000000000001,2942.999999999977,2944.999999999974
Florida,FY 2012,34868,19536.00000000006,15673.999999999967,15331.999999999945,5129.000000000069,3176.999999999986,3294.0000000000164
Florida,FY 2013,33290,18039.999999999938,14310.000000000011,15249.999999999956,3464.999999999993,3192.9999999999936,3417.0000000000414
Florida,FY 2014,33245,19712.000000000076,15803.999999999973,13533.000000000047,5558.000000000015,3643.000000000003,3267.0000000000127
Florida,FY 2015,36843,22364.000000000156,17676.999999999975,14479.000000000045,5945.000000000037,3805.0000000000127,3430.9999999999077
Florida,FY 2016,39243,23809.999999999876,17676.99999999997,15432.999999999973,6870.000000000058,4269.999999999956,3572.999999999992
Florida,FY 2017,39735,24640.99999999996,16798.99999999992,15094.000000000036,7976.99999999999,4819.000000000021,3830.999999999956
Florida,FY 2018,39909,24404.00000000021,16175.00000000015,15504.999999999956,9143.99999999999,5727.000000000031,4455.000000000028
Georgia,FY 2009,15833,8068.000000000025,5901.999999999995,7765.000000000042,1801.9999999999932,826.000000000004,1396.9999999999925
Georgia,FY 2010,13333,6894.999999999999,5469.0000000000055,6437.999999999999,1690.0000000000032,821.9999999999964,1195.9999999999905
Georgia,FY 2011,13203,7591.0000000000455,6418.999999999999,5611.999999999994,1567.0000000000023,833.9999999999977,1070.9999999999952
Georgia,FY 2012,13618.000000000031,7671.000000000015,6243.00000000001,5953.999999999996,1647.9999999999939,887.9999999999975,914.9999999999962
Georgia,FY 2013,13525.99999999998,7607.000000000035,6005.0000000000055,5934.999999999996,1799.000000000007,812.9999999999959,1030.9999999999984
Georgia,FY 2014,15011,9005.00000000005,7518.999999999989,6006.000000000027,1983.0000000000016,1170.9999999999966,886.9999999999947
Georgia,FY 2015,17447,10934.999999999993,8580.999999999993,6512.000000000013,2544.0000000000055,1055.9999999999982,912.0000000000024
Georgia,FY 2016,19312,12380.999999999955,8550.99999999998,6931.000000000011,2998.000000000015,1001.0000000000007,1120.9999999999952
Georgia,FY 2017,20037,13146.000000000031,7820.999999999935,6891.000000000001,3403.999999999998,1875.999999999989,1401.0000000000034
Georgia,FY 2018,21050,13792.999999999993,8081.9999999999845,7256.999999999968,3633.0000000000023,1899.9999999999982,1469.0000000000036
Hawaii,FY 2009,2889,1471.999999999995,1321.0000000000002,1417,428.0000000000002,401.0000000000009,279.00000000000034
Hawaii,FY 2010,2466,1234,1022.9999999999994,1231.999999999999,350.99999999999915,312.0000000000004,215.99999999999994
Hawaii,FY 2011,2240,1122.000000000001,1024.9999999999998,1117.9999999999977,296.0000000000005,266.9999999999998,198.0000000000004
Hawaii,FY 2012,2178,1078.9999999999989,1070.999999999999,1098.9999999999973,222.99999999999986,196.0000000000002,187.00000000000014
Hawaii,FY 2013,2065,1084.9999999999998,1021.9999999999999,979.9999999999986,153.99999999999972,137.0000000000002,160.0000000000004
Hawaii,FY 2014,2140,1221.0000000000034,1075.9999999999984,919.0000000000017,187.00000000000006,173.99999999999991,121.00000000000014
Hawaii,FY 2015,2338,1359.9999999999982,1189.0000000000002,977.9999999999998,141.99999999999972,119.00000000000047,176.00000000000026
Hawaii,FY 2016,2511,1605,1162.9999999999995,905.9999999999987,176.99999999999991,149.9999999999998,129.00000000000043
Hawaii,FY 2017,2697,1607.0000000000034,1179.000000000002,1090.0000000000018,247.00000000000026,235.99999999999977,152.00000000000006
Hawaii,FY 2018,2730,1687.0000000000045,1223.9999999999984,1043.0000000000014,289.99999999999955,276.00000000000006,189.00000000000017
Idaho,FY 2009,2898,1446.000000000001,1214.999999999999,1452.0000000000014,498.0000000000022,378.0000000000006,352.99999999999994
Idaho,FY 2010,2797,1462.0000000000034,1386.000000000001,1335,388.9999999999997,297.0000000000001,312.9999999999999
Idaho,FY 2011,2651,1354.0000000000027,1230.0000000000011,1297.0000000000011,334.00000000000085,261.9999999999997,258.99999999999926
Idaho,FY 2012,2410,1234,1083.999999999998,1176,278.0000000000006,185.99999999999977,273.00000000000045
Idaho,FY 2013,2437.0000000000005,1342.000000000001,1225.999999999999,1096.0000000000014,327.99999999999994,215.0000000000004,206.00000000000023
Idaho,FY 2014,2435,1208.0000000000005,1137.9999999999993,1227.000000000003,322.00000000000125,212.0000000000003,218.00000000000014
Idaho,FY 2015,2323,1351.0000000000014,1200.9999999999998,974.9999999999985,317.9999999999999,216.00000000000014,223.00000000000057
Idaho,FY 2016,2594,1517.9999999999993,1314.0000000000002,1076.0000000000005,390.0000000000006,273,185.00000000000034
Idaho,FY 2017,2686.9999999999986,1593.0000000000032,1248.9999999999986,1094.9999999999986,287.0000000000001,269,258.0000000000006
Idaho,FY 2018,2955.9999999999995,1814.000000000001,1418.9999999999995,1142.9999999999973,531.9999999999992,344.99999999999983,244.99999999999994
Illinois,FY 2009,22954.00000000018,17079.99999999989,5176.000000000004,5876.000000000001,2727.9999999999895,2419.9999999999973,1428.999999999985
Illinois,FY 2010,23853.999999999945,18255.9999999999,5464.99999999999,5628.999999999985,2953.000000000003,2611.0000000000036,1213.9999999999927
Illinois,FY 2011,21606.000000000015,17189.000000000025,4342.000000000037,4442.00000000001,3150.9999999999836,1962.9999999999993,1217.000000000001
Illinois,FY 2012,21249.999999999993,16772.00000000002,4617.000000000007,4498.999999999994,2813.0000000000146,1688.9999999999993,1803.0000000000064
Illinois,FY 2013,20684.000000000022,16893.99999999999,4647.999999999975,3802.000000000013,2988.0000000000155,1766.0000000000034,1356.0000000000084
Illinois,FY 2014,21008.999999999993,17049.000000000106,4893.000000000018,3963.9999999999613,2903.0000000000086,1638,1616.000000000011
Illinois,FY 2015,20902.99999999993,16653.9999999999,4928.999999999992,4265.999999999978,2806.0000000000073,1653.0000000000025,1787.9999999999786
Illinois,FY 2016,19997.99999999996,16113.000000000011,4455.000000000026,3992.0000000000027,2966.0000000000055,2522.000000000013,1545.999999999997
Illinois,FY 2017,19722.000000000036,15930.000000000045,4843.000000000032,3793.0000000000095,2847.9999999999914,2468.999999999995,1777.000000000001
Illinois,FY 2018,21118,16840.000000000015,5750.999999999974,4278.000000000005,2710.000000000001,2292,1753.9999999999854
Indiana,FY 2009,21161,12237.999999999935,9510.999999999976,8923.000000000004,3224.0000000000123,2059.000000000003,1484.0000000000107
Indiana,FY 2010,21157,12275.999999999936,9169.999999999936,8882.999999999978,3192.0000000000077,1979.9999999999927,1458.0000000000055
Indiana,FY 2011,19378.000000000004,10778.999999999996,7522.000000000017,8600.000000000011,2886.0000000000014,1397.000000000001,1555.9999999999995
Indiana,FY 2012,18292,11189.99999999995,7662.999999999984,7102.000000000003,2450.9999999999986,1053.000000000001,1712.9999999999918
Indiana,FY 2013,18841,12382.000000000073,7892.999999999998,6459.000000000001,2437.0000000000055,970.000000000003,961.0000000000075
Indiana,FY 2014,21257.999999999916,14452.000000000035,9106.999999999964,6813.000000000004,2731.000000000002,1022.9999999999891,849.9999999999956
Indiana,FY 2015,24935,17022.999999999978,11174.999999999973,7908.00000000001,2965.0000000000023,1225.9999999999955,1152.0000000000052
Indiana,FY 2016,29314.999999999938,19837.00000000006,12784.999999999944,9477.999999999995,3773,1197.0000000000005,1535.9999999999998
Indiana,FY 2017,32080.999999999916,20903.99999999999,12826.00000000001,11177.99999999989,4417.9999999999945,1276.0000000000157,1964.0000000000146
Indiana,FY 2018,30692.999999999993,18560.000000000055,10441.000000000027,12132.000000000024,4777.999999999962,1572.999999999999,2015.999999999994
Iowa,FY 2009,11251,6564.000000000018,4727.999999999988,4686.999999999995,1003.0000000000002,833.9999999999982,967.0000000000074
Iowa,FY 2010,11036,6533.000000000039,4724.999999999999,4502.999999999998,1067.9999999999966,811.9999999999974,800.9999999999993
Iowa,FY 2011,10709,6344.000000000021,4422.99999999998,4365,1088.0000000000036,860.999999999997,863.9999999999942
Iowa,FY 2012,10441,6262.000000000007,4323.999999999995,4178.99999999999,960.9999999999945,772.0000000000002,1031.999999999998
Iowa,FY 2013,10570,6340.999999999974,4500.0000000000155,4229.000000000002,963.9999999999967,731.0000000000005,916.999999999995
Iowa,FY 2014,10032,5977.999999999975,3907.9999999999986,4053.999999999993,1050.0000000000027,792.0000000000009,877.9999999999949
Iowa,FY 2015,9806,5993.000000000012,4006.9999999999914,3813.0000000000105,1013.9999999999982,734.0000000000003,1017.0000000000015
Iowa,FY 2016,8930,5564.999999999986,3848.000000000007,3365.000000000008,1110.9999999999982,836.9999999999964,991.9999999999967
Iowa,FY 2017,9388,5952.000000000013,4128.999999999996,3436.0000000000114,1136.9999999999998,862.9999999999997,1005.9999999999968
Iowa,FY 2018,9866,6248.999999999966,4181.0000000000055,3616.999999999989,1205.999999999995,923.9999999999999,1074.000000000004
Kansas,FY 2009,9306,5691.000000000001,3162.999999999997,3615.000000000011,1851.9999999999964,1239.9999999999982,835.9999999999968
Kansas,FY 2010,9152,5978.999999999995,3566.9999999999923,3172.999999999994,1825.0000000000014,1290.9999999999961,693.9999999999991
Kansas,FY 2011,9319,5851.999999999967,3438.9999999999873,3466.9999999999945,1816.9999999999998,1264.9999999999982,781.0000000000008
Kansas,FY 2012,9473,6002.000000000024,3724.000000000005,3470.9999999999955,1852.9999999999989,1191.9999999999993,764.0000000000013
Kansas,FY 2013,9845,6441.000000000023,3963.000000000008,3404.000000000005,1842.9999999999934,1210.0000000000039,673.9999999999987
Kansas,FY 2014,10095,6762.000000000001,3844.0000000000036,3333.0000000000105,2115.999999999999,1216.9999999999966,694.9999999999981
Kansas,FY 2015,10597,7222.999999999994,3984.0000000000023,3373.9999999999845,2339.999999999996,1285.9999999999902,783.0000000000047
Kansas,FY 2016,10930,7302.000000000005,3880.0000000000073,3627.9999999999936,2392.000000000001,1481.0000000000073,870.0000000000006
Kansas,FY 2017,11138,7752.999999999988,3997.0000000000114,3384.9999999999955,2582.9999999999995,1667.0000000000014,673.9999999999983
Kansas,FY 2018,11764,8067.999999999995,4226.999999999997,3696.000000000003,2615.99999999999,1810.9999999999943,936.0000000000005
Kentucky,FY 2009,12306,6871.999999999983,5386.999999999999,5433.999999999998,2048.0000000000023,1151.000000000001,842.0000000000016
Kentucky,FY 2010,12115,6983.000000000045,5500.000000000002,5132.000000000015,1951.0000000000086,1232.000000000002,753.9999999999998
Kentucky,FY 2011,11767,6659.0000000000055,5119.999999999991,5108.000000000016,1917.9999999999995,1095.0000000000005,823.9999999999984
Kentucky,FY 2012,11864,6978.999999999935,5627.000000000015,4884.999999999987,1998.9999999999952,1172.999999999999,784.0000000000001
Kentucky,FY 2013,12173,7162.000000000003,5539.999999999991,5010.999999999979,2223.9999999999977,1179.000000000002,796.9999999999982
Kentucky,FY 2014,12631,7506.000000000003,5766.000000000007,5125.00000000001,2420.0000000000036,1243.0000000000025,908.9999999999957
Kentucky,FY 2015,12546,7538.000000000003,5383.000000000001,5008.000000000002,2578.999999999988,1439.000000000002,961.0000000000003
Kentucky,FY 2016,13027,7738.99999999995,5698.000000000014,5287.999999999983,2605.999999999996,1456.9999999999989,1104
Kentucky,FY 2017,13555,8146.000000000031,6009.000000000011,5409,2694.999999999997,1664.9999999999986,1128.0000000000023
Kentucky,FY 2018,15348,9354.999999999958,7492.000000000006,5992.999999999996,2834.0000000000136,1594.0000000000027,1124.0000000000052
Louisiana,FY 2009,8460.999999999989,4785.999999999996,3630.999999999995,3682.9999999999914,1092.9999999999995,735.9999999999989,577.999999999996
Louisiana,FY 2010,8101,4452.999999999994,3343.999999999997,3647.999999999994,1090.9999999999975,726.9999999999977,640.9999999999981
Louisiana,FY 2011,8069,4531.000000000014,3730.9999999999973,3538.000000000001,1161.9999999999961,809.0000000000007,640.999999999998
Louisiana,FY 2012,7513.000000000004,4044.0000000000186,3131.0000000000027,3469.9999999999945,1088.9999999999966,673.9999999999999,655.0000000000011
Louisiana,FY 2013,7384,3954.9999999999845,3474.9999999999973,3429,960.9999999999949,554.0000000000017,730.999999999997
Louisiana,FY 2014,7909.999999999996,4328.999999999983,4079.999999999979,3612.9999999999927,1032.999999999999,593.0000000000006,621.9999999999987
Louisiana,FY 2015,8293.00000000001,4544.999999999984,4098.9999999999945,3765.9999999999923,1219.999999999991,543.9999999999992,662.0000000000035
Louisiana,FY 2016,8145.000000000014,4460.999999999997,3729,3714.999999999992,1296.9999999999998,576.9999999999993,726.9999999999965
Louisiana,FY 2017,7904,4459.999999999993,3527.0000000000196,3443.9999999999986,1378.0000000000048,678,765.9999999999997
Louisiana,FY 2018,8020,4561.999999999984,3654.0000000000045,3457.999999999998,1395,669,905.0000000000055
Maine,FY 2009,2605,1646.0000000000082,753.0000000000015,959.0000000000026,571.0000000000002,513.9999999999991,323.0000000000014
Maine,FY 2010,2387,1545.9999999999998,760.0000000000005,841,575,489.99999999999966,276.0000000000011
Maine,FY 2011,2081,1295.999999999999,551.9999999999991,785.0000000000002,511.0000000000015,448.9999999999996,296.0000000000005
Maine,FY 2012,2179,1511.9999999999995,910.9999999999983,666.9999999999987,480.00000000000085,404,291.0000000000002
Maine,FY 2013,2453,1787.0000000000002,961.999999999998,666.0000000000005,563.9999999999999,500.99999999999983,214.00000000000003
Maine,FY 2014,2652,1863.9999999999977,915.9999999999989,788.0000000000009,589.9999999999999,509.99999999999807,295.0000000000002
Maine,FY 2015,2763,1873.0000000000011,901.999999999998,890.000000000001,665.9999999999991,566.9999999999999,327.99999999999994
Maine,FY 2016,2758,1837.000000000004,915.9999999999998,921.0000000000007,646.9999999999992,556.0000000000006,398.9999999999996
Maine,FY 2017,2651,1584.0000000000002,820.0000000000003,1067.0000000000007,575.9999999999994,501.9999999999996,455.9999999999997
Maine,FY 2018,2651,1768.000000000001,1080.000000000002,882.9999999999997,482.0000000000009,428.0000000000009,395
Maryland,FY 2009,10330,7064.9999999999945,2786.9999999999973,3265.000000000006,1221.0000000000023,365.9999999999991,733.9999999999993
Maryland,FY 2010,9747,6098.000000000002,2793.000000000001,3648.9999999999914,883.0000000000045,235.99999999999974,643.9999999999978
Maryland,FY 2011,8627,5460.0000000000055,2805.9999999999986,3167.0000000000073,772,238.00000000000077,539.0000000000001
Maryland,FY 2012,7931,4884.000000000007,2653.0000000000036,3047.0000000000023,559.0000000000013,163.99999999999994,455.0000000000002
Maryland,FY 2013,7061,4467,2301.999999999995,2594.0000000000023,497.9999999999988,145,354.99999999999886
Maryland,FY 2014,6429,4032.0000000000005,2097.000000000008,2396.999999999999,464.00000000000057,128.99999999999997,344.0000000000014
Maryland,FY 2015,6045,3914.00000000001,2113.9999999999977,2131.000000000007,507.99999999999903,151.00000000000017,294.0000000000005
Maryland,FY 2016,6017,3841.0000000000064,2250,2176.0000000000023,468.00000000000273,161.99999999999997,360.9999999999993
Maryland,FY 2017,6119,3922.9999999999905,2366.0000000000055,2196.000000000002,481.0000000000004,159.00000000000043,348.0000000000012
Maryland,FY 2018,6210,3973.000000000016,2412.9999999999977,2237.000000000008,384.99999999999966,146.99999999999963,352.9999999999998
Massachusetts,FY 2009,16326,9651.999999999989,6173.999999999971,6674.000000000017,2839.0000000000086,1500.0000000000064,789.9999999999998
Massachusetts,FY 2010,14919,8957.99999999993,5516.000000000003,5960.999999999976,2757.9999999999845,1517.9999999999952,724.9999999999958
Massachusetts,FY 2011,14083,8619.00000000001,5370.999999999993,5464.000000000019,2675.000000000007,1494.9999999999995,724.000000000002
Massachusetts,FY 2012,13640,8522.000000000011,5300.0000000000055,5118.000000000004,2469.000000000004,1328.9999999999986,753.9999999999989
Massachusetts,FY 2013,13652,8536.999999999942,5425.000000000009,5114.999999999975,2492.000000000003,1126.0000000000007,799.0000000000024
Massachusetts,FY 2014,15002,9936.99999999997,6687.99999999998,5064.999999999994,2770.9999999999927,1177.9999999999943,589.0000000000011
Massachusetts,FY 2015,15947,10277.999999999996,6250.000000000043,5668.999999999975,3050.999999999999,1218.9999999999932,623.0000000000033
Massachusetts,FY 2016,16679,10910.000000000055,6660.9999999999845,5768.999999999986,3481.000000000012,1251.0000000000002,668.9999999999937
Massachusetts,FY 2017,16752,10915.999999999969,6103.000000000017,5836.000000000007,3656.000000000014,1427.0000000000043,657.0000000000074
Massachusetts,FY 2018,16456,10612.000000000027,5788.999999999976,5844.00000000002,3381.000000000002,1670.9999999999884,826.000000000005
Michigan,FY 2009,27903.00000000002,17723.000000000055,7863.000000000001,10181.99999999998,4902.000000000004,4761.000000000009,3209.0000000000055
Michigan,FY 2010,25709.999999999978,16424.000000000007,8192.000000000016,9285.99999999999,5234.99999999997,4316.999999999997,2597.0000000000005
Michigan,FY 2011,23586.999999999938,15091.000000000193,7392.000000000025,8501.999999999973,4237.000000000003,3613.000000000009,2506.0000000000173
Michigan,FY 2012,22387.999999999956,14521.999999999944,7144.999999999951,7868.999999999955,3585.999999999992,3130.9999999999973,2558.9999999999804
Michigan,FY 2013,22261,14615.000000000045,7715.999999999984,7645.999999999998,3337.000000000035,2819.000000000007,2373.999999999992
Michigan,FY 2014,21175.99999999997,13512.000000000064,7792.999999999988,7666.00000000003,3457.0000000000055,3058.0000000000036,2184.000000000003
Michigan,FY 2015,19401.999999999993,11976.999999999964,6217.000000000005,7427,3408.0000000000155,3118.999999999994,1771.9999999999916
Michigan,FY 2016,18194,11598.99999999988,6511.999999999978,6594.999999999955,3416.000000000014,3082.9999999999804,2077.999999999961
Michigan,FY 2017,18230,11917.999999999976,6853.999999999998,6312.000000000014,3646.00000000001,3219.999999999993,1969.9999999999993
Michigan,FY 2018,18105,12120.999999999964,6207.999999999973,5984.000000000031,3897.9999999999986,3388.9999999999854,1990.9999999999907
